DATAFLOW,LAST UPDATE,freq,unit,sector,na_item,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:GOV_10DD_EDPT1(1.0),21/10/22 11:00:00,A,PC_GDP,S13,GD,CZ,2018,32.1,
ESTAT:GOV_10DD_EDPT1(1.0),21/10/22 11:00:00,A,PC_GDP,S13,GD,CZ,2019,30.0,
ESTAT:GOV_10DD_EDPT1(1.0),21/10/22 11:00:00,A,PC_GDP,S13,GD,CZ,2020,37.7,
ESTAT:GOV_10DD_EDPT1(1.0),21/10/22 11:00:00,A,PC_GDP,S13,GD,CZ,2021,42.0,
ESTAT:GOV_10DD_EDPT1(1.0),21/10/22 11:00:00,A,PC_GDP,S13,GD,DE,2000,59.3,
ESTAT:GOV_10DD_EDPT1(1.0),21/10/22 11:00:00,A,PC_GDP,S13,GD,DE,2001,58.2,
ESTAT:GOV_10DD_EDPT1(1.0),21/10/22 11:00:00,A,PC_GDP,S13,GD,DE,2002,59.9,
ESTAT:GOV_10DD_EDPT1(1.0),21/10/22 11:00:00,A,PC_GDP,S13,GD,DE,2003,63.5,
ESTAT:GOV_10DD_EDPT1(1.0),21/10/22 11:00:00,A,PC_GDP,S13,GD,DE,2004,65.2,
ESTAT:GOV_10DD_EDPT1(1.0),21/10/22 11:00:00,A,PC_GDP,S13,GD,DE,2005,67.5,
ESTAT:GOV_10DD_EDPT1(1.0),21/10/22 11:00:00,A,PC_GDP,S13,GD,DE,2006,66.9,
ESTAT:GOV_10DD_EDPT1(1.0),21/10/22 11:00:00,A,PC_GDP,S13,GD,DE,2007,64.2,
ESTAT:GOV_10DD_EDPT1(1.0),21/10/22 11:00:00,A,PC_GDP,S13,GD,DE,2008,65.7,
ESTAT:GOV_10DD_EDPT1(1.0),21/10/22 11:00:00,A,PC_GDP,S13,GD,DE,2009,73.2,
ESTAT:GOV_10DD_EDPT1(1.0),21/10/22 11:00:00,A,PC_GDP,S13,GD,DE,2010,82.0,
ESTAT:GOV_10DD_EDPT1(1.0),21/10/22 11:00:00,A,PC_GDP,S13,GD,DE,2011,79.4,
ESTAT:GOV_10DD_EDPT1(1.0),21/10/22 11:00:00,A,PC_GDP,S13,GD,DE,2012,80.7,
ESTAT:GOV_10DD_EDPT1(1.0),21/10/22 11:00:00,A,PC_GDP,S13,GD,DE,2013,78.3,
ESTAT:GOV_10DD_EDPT1(1.0),21/10/22 11:00:00,A,PC_GDP,S13,GD,DE,2014,75.3,
ESTAT:GOV_10DD_EDPT1(1.0),21/10/22 11:00:00,A,PC_GDP,S13,GD,DE,2015,71.9,
ESTAT:GOV_10DD_EDPT1(1.0),21/10/22 11:00:00,A,PC_GDP,S13,GD,DE,2016,69.0,
ESTAT:GOV_10DD_EDPT1(1.0),21/10/22 11:00:00,A,PC_GDP,S13,GD,DE,2017,64.6,
ESTAT:GOV_10DD_EDPT1(1.0),21/10/22 11:00:00,A,PC_GDP,S13,GD,DE,2018,61.3,
ESTAT:GOV_10DD_EDPT1(1.0),21/10/22 11:00:00,A,PC_GDP,S13,GD,DE,2019,58.9,
ESTAT:GOV_10DD_EDPT1(1.0),21/10/22 11:00:00,A,PC_GDP,S13,GD,DE,2020,68.0,
ESTAT:GOV_10DD_EDPT1(1.0),21/10/22 11:00:00,A,PC_GDP,S13,GD,DE,2021,68.6,
ESTAT:GOV_10DD_EDPT1(1.0),21/10/22 11:00:00,A,PC_GDP,S13,GD,DK,2000,52.4,
ESTAT:GOV_10DD_EDPT1(1.0),21/10/22 11:00:00,A,PC_GDP,S13,GD,DK,2001,48.5,
ESTAT:GOV_10DD_EDPT1(1.0),21/10/22 11:00:00,A,PC_GDP,S13,GD,DK,2002,49.1,
ESTAT:GOV_10DD_EDPT1(1.0),21/10/22 11:00:00,A,PC_GDP,S13,GD,DK,2003,46.2,
ESTAT:GOV_10DD_EDPT1(1.0),21/10/22 11:00:00,A,PC_GDP,S13,GD,DK,2004,44.2,
ESTAT:GOV_10DD_EDPT1(1.0),21/10/22 11:00:00,A,PC_GDP,S13,GD,DK,2005,37.4,
ESTAT:GOV_10DD_EDPT1(1.0),21/10/22 11:00:00,A,PC_GDP,S13,GD,DK,2006,31.5,
ESTAT:GOV_10DD_EDPT1(1.0),21/10/22 11:00:00,A,PC_GDP,S13,GD,DK,2007,27.3,
ESTAT:GOV_10DD_EDPT1(1.0),21/10/22 11:00:00,A,PC_GDP,S13,GD,DK,2008,33.3,
ESTAT:GOV_10DD_EDPT1(1.0),21/10/22 11:00:00,A,PC_GDP,S13,GD,DK,2009,40.2,
ESTAT:GOV_10DD_EDPT1(1.0),21/10/22 11:00:00,A,PC_GDP,S13,GD,DK,2010,42.6,
ESTAT:GOV_10DD_EDPT1(1.0),21/10/22 11:00:00,A,PC_GDP,S13,GD,DK,2011,46.1,
ESTAT:GOV_10DD_EDPT1(1.0),21/10/22 11:00:00,A,PC_GDP,S13,GD,DK,2012,44.9,
ESTAT:GOV_10DD_EDPT1(1.0),21/10/22 11:00:00,A,PC_GDP,S13,GD,DK,2013,44.0,
ESTAT:GOV_10DD_EDPT1(1.0),21/10/22 11:00:00,A,PC_GDP,S13,GD,DK,2014,44.3,
ESTAT:GOV_10DD_EDPT1(1.0),21/10/22 11:00:00,A,PC_GDP,S13,GD,DK,2015,39.8,
ESTAT:GOV_10DD_EDPT1(1.0),21/10/22 11:00:00,A,PC_GDP,S13,GD,DK,2016,37.2,
ESTAT:GOV_10DD_EDPT1(1.0),21/10/22 11:00:00,A,PC_GDP,S13,GD,DK,2017,35.9,
ESTAT:GOV_10DD_EDPT1(1.0),21/10/22 11:00:00,A,PC_GDP,S13,GD,DK,2018,34.0,
ESTAT:GOV_10DD_EDPT1(1.0),21/10/22 11:00:00,A,PC_GDP,S13,GD,DK,2019,33.7,
ESTAT:GOV_10DD_EDPT1(1.0),21/10/22 11:00:00,A,PC_GDP,S13,GD,DK,2020,42.2,
ESTAT:GOV_10DD_EDPT1(1.0),21/10/22 11:00:00,A,PC_GDP,S13,GD,DK,2021,36.6,
ESTAT:GOV_10DD_EDPT1(1.0),21/10/22 11:00:00,A,PC_GDP,S13,GD,EE,2000,5.1,
ESTAT:GOV_10DD_EDPT1(1.0),21/10/22 11:00:00,A,PC_GDP,S13,GD,EE,2001,4.8,
ESTAT:GOV_10DD_EDPT1(1.0),21/10/22 11:00:00,A,PC_GDP,S13,GD,EE,2002,5.7,
ESTAT:GOV_10DD_EDPT1(1.0),21/10/22 11:00:00,A,PC_GDP,S13,GD,EE,2003,5.6,
ESTAT:GOV_10DD_EDPT1(1.0),21/10/22 11:00:00,A,PC_GDP,S13,GD,EE,2004,5.1,
ESTAT:GOV_10DD_EDPT1(1.0),21/10/22 11:00:00,A,PC_GDP,S13,GD,EE,2005,4.7,
ESTAT:GOV_10DD_EDPT1(1.0),21/10/22 11:00:00,A,PC_GDP,S13,GD,EE,2006,4.6,
ESTAT:GOV_10DD_EDPT1(1.0),21/10/22 11:00:00,A,PC_GDP,S13,GD,EE,2007,3.8,
ESTAT:GOV_10DD_EDPT1(1.0),21/10/22 11:00:00,A,PC_GDP,S13,GD,EE,2008,4.5,
ESTAT:GOV_10DD_EDPT1(1.0),21/10/22 11:00:00,A,PC_GDP,S13,GD,EE,2009,7.2,
ESTAT:GOV_10DD_EDPT1(1.0),21/10/22 11:00:00,A,PC_GDP,S13,GD,EE,2010,6.7,
ESTAT:GOV_10DD_EDPT1(1.0),21/10/22 11:00:00,A,PC_GDP,S13,GD,EE,2011,6.2,
ESTAT:GOV_10DD_EDPT1(1.0),21/10/22 11:00:00,A,PC_GDP,S13,GD,EE,2012,9.8,
ESTAT:GOV_10DD_EDPT1(1.0),21/10/22 11:00:00,A,PC_GDP,S13,GD,EE,2013,10.2,
ESTAT:GOV_10DD_EDPT1(1.0),21/10/22 11:00:00,A,PC_GDP,S13,GD,EE,2014,10.6,
ESTAT:GOV_10DD_EDPT1(1.0),21/10/22 11:00:00,A,PC_GDP,S13,GD,EE,2015,10.1,
ESTAT:GOV_10DD_EDPT1(1.0),21/10/22 11:00:00,A,PC_GDP,S13,GD,EE,2016,10.0,
ESTAT:GOV_10DD_EDPT1(1.0),21/10/22 11:00:00,A,PC_GDP,S13,GD,EE,2017,9.1,
ESTAT:GOV_10DD_EDPT1(1.0),21/10/22 11:00:00,A,PC_GDP,S13,GD,EE,2018,8.2,
ESTAT:GOV_10DD_EDPT1(1.0),21/10/22 11:00:00,A,PC_GDP,S13,GD,EE,2019,8.5,
ESTAT:GOV_10DD_EDPT1(1.0),21/10/22 11:00:00,A,PC_GDP,S13,GD,EE,2020,18.5,
ESTAT:GOV_10DD_EDPT1(1.0),21/10/22 11:00:00,A,PC_GDP,S13,GD,EE,2021,17.6,
ESTAT:GOV_10DD_EDPT1(1.0),21/10/22 11:00:00,A,PC_GDP,S13,GD,EL,2000,104.9,
ESTAT:GOV_10DD_EDPT1(1.0),21/10/22 11:00:00,A,PC_GDP,S13,GD,EL,2001,107.1,
ESTAT:GOV_10DD_EDPT1(1.0),21/10/22 11:00:00,A,PC_GDP,S13,GD,EL,2002,104.9,
ESTAT:GOV_10DD_EDPT1(1.0),21/10/22 11:00:00,A,PC_GDP,S13,GD,EL,2003,101.5,
ESTAT:GOV_10DD_EDPT1(1.0),21/10/22 11:00:00,A,PC_GDP,S13,GD,EL,2004,102.9,
ESTAT:GOV_10DD_EDPT1(1.0),21/10/22 11:00:00,A,PC_GDP,S13,GD,EL,2005,107.4,
ESTAT:GOV_10DD_EDPT1(1.0),21/10/22 11:00:00,A,PC_GDP,S13,GD,EL,2006,103.6,
ESTAT:GOV_10DD_EDPT1(1.0),21/10/22 11:00:00,A,PC_GDP,S13,GD,EL,2007,103.1,
ESTAT:GOV_10DD_EDPT1(1.0),21/10/22 11:00:00,A,PC_GDP,S13,GD,EL,2008,109.4,
ESTAT:GOV_10DD_EDPT1(1.0),21/10/22 11:00:00,A,PC_GDP,S13,GD,EL,2009,126.7,
ESTAT:GOV_10DD_EDPT1(1.0),21/10/22 11:00:00,A,PC_GDP,S13,GD,EL,2010,147.5,
ESTAT:GOV_10DD_EDPT1(1.0),21/10/22 11:00:00,A,PC_GDP,S13,GD,EL,2011,175.2,
ESTAT:GOV_10DD_EDPT1(1.0),21/10/22 11:00:00,A,PC_GDP,S13,GD,EL,2012,162.0,
ESTAT:GOV_10DD_EDPT1(1.0),21/10/22 11:00:00,A,PC_GDP,S13,GD,EL,2013,178.2,
ESTAT:GOV_10DD_EDPT1(1.0),21/10/22 11:00:00,A,PC_GDP,S13,GD,EL,2014,180.3,
ESTAT:GOV_10DD_EDPT1(1.0),21/10/22 11:00:00,A,PC_GDP,S13,GD,EL,2015,176.7,
ESTAT:GOV_10DD_EDPT1(1.0),21/10/22 11:00:00,A,PC_GDP,S13,GD,EL,2016,180.5,
ESTAT:GOV_10DD_EDPT1(1.0),21/10/22 11:00:00,A,PC_GDP,S13,GD,EL,2017,179.5,
ESTAT:GOV_10DD_EDPT1(1.0),21/10/22 11:00:00,A,PC_GDP,S13,GD,EL,2018,186.4,
ESTAT:GOV_10DD_EDPT1(1.0),21/10/22 11:00:00,A,PC_GDP,S13,GD,EL,2019,180.6,
ESTAT:GOV_10DD_EDPT1(1.0),21/10/22 11:00:00,A,PC_GDP,S13,GD,EL,2020,206.3,
ESTAT:GOV_10DD_EDPT1(1.0),21/10/22 11:00:00,A,PC_GDP,S13,GD,EL,2021,194.5,
ESTAT:GOV_10DD_EDPT1(1.0),21/10/22 11:00:00,A,PC_GDP,S13,GD,ES,2000,57.8,
ESTAT:GOV_10DD_EDPT1(1.0),21/10/22 11:00:00,A,PC_GDP,S13,GD,ES,2001,54.0,
ESTAT:GOV_10DD_EDPT1(1.0),21/10/22 11:00:00,A,PC_GDP,S13,GD,ES,2002,51.2,
ESTAT:GOV_10DD_EDPT1(1.0),21/10/22 11:00:00,A,PC_GDP,S13,GD,ES,2003,47.7,
ESTAT:GOV_10DD_EDPT1(1.0),21/10/22 11:00:00,A,PC_GDP,S13,GD,ES,2004,45.4,
ESTAT:GOV_10DD_EDPT1(1.0),21/10/22 11:00:00,A,PC_GDP,S13,GD,ES,2005,42.4,
ESTAT:GOV_10DD_EDPT1(1.0),21/10/22 11:00:00,A,PC_GDP,S13,GD,ES,2006,39.1,
ESTAT:GOV_10DD_EDPT1(1.0),21/10/22 11:00:00,A,PC_GDP,S13,GD,ES,2007,35.8,
ESTAT:GOV_10DD_EDPT1(1.0),21/10/22 11:00:00,A,PC_GDP,S13,GD,ES,2008,39.7,
ESTAT:GOV_10DD_EDPT1(1.0),21/10/22 11:00:00,A,PC_GDP,S13,GD,ES,2009,53.3,
ESTAT:GOV_10DD_EDPT1(1.0),21/10/22 11:00:00,A,PC_GDP,S13,GD,ES,2010,60.5,
ESTAT:GOV_10DD_EDPT1(1.0),21/10/22 11:00:00,A,PC_GDP,S13,GD,ES,2011,69.9,
ESTAT:GOV_10DD_EDPT1(1.0),21/10/22 11:00:00,A,PC_GDP,S13,GD,ES,2012,90.0,
ESTAT:GOV_10DD_EDPT1(1.0),21/10/22 11:00:00,A,PC_GDP,S13,GD,ES,2013,100.5,
ESTAT:GOV_10DD_EDPT1(1.0),21/10/22 11:00:00,A,PC_GDP,S13,GD,ES,2014,105.1,
ESTAT:GOV_10DD_EDPT1(1.0),21/10/22 11:00:00,A,PC_GDP,S13,GD,ES,2015,103.3,
ESTAT:GOV_10DD_EDPT1(1.0),21/10/22 11:00:00,A,PC_GDP,S13,GD,ES,2016,102.7,
ESTAT:GOV_10DD_EDPT1(1.0),21/10/22 11:00:00,A,PC_GDP,S13,GD,ES,2017,101.8,
ESTAT:GOV_10DD_EDPT1(1.0),21/10/22 11:00:00,A,PC_GDP,S13,GD,ES,2018,100.4,
ESTAT:GOV_10DD_EDPT1(1.0),21/10/22 11:00:00,A,PC_GDP,S13,GD,ES,2019,98.2,
ESTAT:GOV_10DD_EDPT1(1.0),21/10/22 11:00:00,A,PC_GDP,S13,GD,ES,2020,120.4,
ESTAT:GOV_10DD_EDPT1(1.0),21/10/22 11:00:00,A,PC_GDP,S13,GD,ES,2021,118.3,
ESTAT:GOV_10DD_EDPT1(1.0),21/10/22 11:00:00,A,PC_GDP,S13,GD,FI,2000,45.1,
ESTAT:GOV_10DD_EDPT1(1.0),21/10/22 11:00:00,A,PC_GDP,S13,GD,FI,2001,43.4,
ESTAT:GOV_10DD_EDPT1(1.0),21/10/22 11:00:00,A,PC_GDP,S13,GD,FI,2002,42.6,
